State_Name,Season,N,P,K,pH,Crop,Crop Yield (kg per hectare)
Maharashtra,Rabi,59,30,63,5.86,Rapeseed &Mustard,4471.040091
Maharashtra,Rabi,3,75,149,7.24,Rapeseed &Mustard,5836.600015
Maharashtra,Rabi,34,85,132,7.44,Rapeseed &Mustard,1971.658435
Maharashtra,Rabi,86,82,100,6.63,Rapeseed &Mustard,1598.60852
Maharashtra,Rabi,66,78,59,6.24,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,95,40,20,5.66,Rapeseed &Mustard,2628.568652
Maharashtra,Rabi,129,23,108,6.03,Rapeseed &Mustard,3715.825861
Maharashtra,Rabi,28,69,18,6.5,Rapeseed &Mustard,1415.415703
Maharashtra,Rabi,15,48,6,5.74,Rapeseed &Mustard,5224.295355
Maharashtra,Rabi,66,78,59,6.48,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,3,75,149,5.78,Rapeseed &Mustard,5836.600015
Maharashtra,Rabi,5,59,22,6.61,Rapeseed &Mustard,5713.817441
Maharashtra,Rabi,28,9,117,6.63,Rapeseed &Mustard,3099.864649
Maharashtra,Rabi,129,23,108,6.39,Rapeseed &Mustard,3715.825861
Maharashtra,Rabi,97,21,78,5.64,Rapeseed &Mustard,2144.81873
Maharashtra,Rabi,59,30,63,5.98,Rapeseed &Mustard,4471.040091
Maharashtra,Rabi,59,68,36,7.21,Rapeseed &Mustard,2759.966625
Maharashtra,Rabi,97,21,78,7.21,Rapeseed &Mustard,2144.81873
Maharashtra,Rabi,97,21,78,6.3,Rapeseed &Mustard,2144.81873
Maharashtra,Rabi,95,40,20,5.59,Rapeseed &Mustard,2628.568652
Maharashtra,Rabi,129,23,108,6.77,Rapeseed &Mustard,3715.825861
Maharashtra,Rabi,129,23,108,5.58,Rapeseed &Mustard,3715.825861
Maharashtra,Rabi,12,68,92,6.32,Rapeseed &Mustard,5253.565861
Maharashtra,Rabi,93,27,18,7.06,Rapeseed &Mustard,899.0548068
Maharashtra,Rabi,34,85,132,7.16,Rapeseed &Mustard,1971.658435
Maharashtra,Rabi,97,21,78,5.84,Rapeseed &Mustard,2144.81873
Maharashtra,Rabi,66,78,59,5.87,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,28,69,18,6.96,Rapeseed &Mustard,1415.415703
Maharashtra,Rabi,59,30,63,6.46,Rapeseed &Mustard,4471.040091
Maharashtra,Rabi,95,40,20,6.14,Rapeseed &Mustard,2628.568652
Maharashtra,Rabi,59,68,36,6.82,Rapeseed &Mustard,2759.966625
Maharashtra,Rabi,66,78,59,7.06,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,41,46,29,6.61,Rapeseed &Mustard,2128.9897
Maharashtra,Rabi,66,78,59,6.84,Rapeseed &Mustard,5614.04675
Maharashtra,Rabi,5,8,140,5.5,Safflower,2402.211697
Maharashtra,Rabi,44,64,141,6.77,Safflower,1556.450616
Maharashtra,Rabi,139,38,143,5.8,Safflower,4558.925144
Maharashtra,Rabi,90,86,12,6.83,Safflower,2593.405468
Maharashtra,Rabi,117,85,78,5.83,Safflower,4047.702419
Maharashtra,Rabi,62,24,120,6.61,Safflower,1008.830899
Maharashtra,Rabi,0,40,125,6.37,Safflower,1630.780695
Maharashtra,Rabi,3,92,77,6.08,Safflower,5940.082938
Maharashtra,Rabi,117,85,78,6.07,Safflower,4047.702419
Maharashtra,Rabi,62,92,121,6.46,Safflower,2135.299034
Maharashtra,Rabi,62,92,121,6.32,Safflower,2135.299034
Maharashtra,Rabi,95,76,110,6.79,Safflower,1142.431255
Maharashtra,Rabi,62,92,121,5.84,Safflower,2135.299034
Maharashtra,Rabi,63,24,52,6.68,Safflower,2634.543088
Maharashtra,Rabi,124,26,59,7.45,Safflower,1631.875993
Maharashtra,Rabi,90,86,12,7.44,Safflower,2593.405468
Maharashtra,Rabi,63,24,52,5.52,Safflower,2634.543088
Maharashtra,Rabi,117,85,78,7.45,Safflower,4047.702419
Maharashtra,Rabi,139,38,143,5.79,Safflower,4558.925144
Maharashtra,Rabi,117,85,78,5.97,Safflower,4047.702419
Maharashtra,Rabi,95,76,110,6.92,Safflower,1142.431255
Maharashtra,Rabi,104,99,61,6.13,Safflower,3224.302669
Maharashtra,Rabi,68,72,94,6.57,Safflower,1743.517462
Maharashtra,Rabi,68,72,94,7.41,Safflower,1743.517462
Maharashtra,Rabi,30,75,43,6.35,Safflower,1015.313361
Maharashtra,Rabi,62,92,121,6.23,Safflower,2135.299034
Maharashtra,Rabi,116,73,91,5.91,Safflower,3666.534241
Maharashtra,Rabi,62,92,121,6.84,Safflower,2135.299034
Maharashtra,Rabi,139,38,143,5.69,Safflower,4558.925144
Maharashtra,Rabi,117,85,78,6.22,Safflower,4047.702419
Maharashtra,Rabi,15,85,146,6.44,Safflower,1142.053819
Maharashtra,Rabi,138,12,36,5.66,Safflower,3467.009424
Maharashtra,Rabi,30,75,43,5.66,Safflower,1015.313361
Maharashtra,Rabi,116,73,91,7.23,Safflower,3666.534241
Maharashtra,Rabi,62,92,121,7.19,Safflower,2135.299034
Maharashtra,Rabi,138,12,36,6,Safflower,3467.009424
Maharashtra,Rabi,95,76,110,6.5,Safflower,1142.431255
Maharashtra,Rabi,63,24,52,6.12,Safflower,2634.543088
Maharashtra,Rabi,30,75,43,6.63,Safflower,1015.313361
Maharashtra,Rabi,5,8,140,6.43,Safflower,2402.211697
Maharashtra,Rabi,3,92,77,7.32,Safflower,5940.082938
Maharashtra,Rabi,15,85,146,5.71,Safflower,1142.053819
Maharashtra,Rabi,62,92,121,5.87,Safflower,2135.299034
Maharashtra,Rabi,75,27,13,6.33,Safflower,2685.871354
Maharashtra,Rabi,62,92,121,5.88,Safflower,2135.299034
Maharashtra,Rabi,62,92,121,6.81,Safflower,2135.299034
Maharashtra,Rabi,62,92,121,7.32,Safflower,2135.299034
Maharashtra,Rabi,62,92,121,6.28,Safflower,2135.299034
Maharashtra,Rabi,63,24,52,6.85,Safflower,2634.543088
Maharashtra,Rabi,3,92,77,7.33,Safflower,5940.082938
Maharashtra,Rabi,5,8,140,7,Safflower,2402.211697
Maharashtra,Rabi,62,92,121,5.67,Safflower,2135.299034
Maharashtra,Rabi,62,24,120,6.1,Safflower,1008.830899
Maharashtra,Rabi,5,8,140,7.37,Safflower,2402.211697
Maharashtra,Rabi,93,17,33,6.68,Safflower,1835.644257
Maharashtra,Rabi,3,92,77,6.65,Safflower,5940.082938
Maharashtra,Rabi,68,72,94,6.66,Safflower,1743.517462
Maharashtra,Rabi,139,38,143,5.63,Safflower,4558.925144
Maharashtra,Rabi,124,26,59,6.54,Safflower,1631.875993
Maharashtra,Rabi,93,17,33,6.55,Safflower,1835.644257
Maharashtra,Rabi,3,92,77,6.97,Safflower,5940.082938
Maharashtra,Rabi,3,92,77,6.77,Safflower,5940.082938
Maharashtra,Rabi,5,8,140,6.07,Safflower,2402.211697
Maharashtra,Rabi,75,27,13,6.93,Safflower,2685.871354
Maharashtra,Rabi,104,99,61,6.55,Safflower,3224.302669
Maharashtra,Rabi,117,85,78,7.32,Safflower,4047.702419
Maharashtra,Rabi,116,73,91,7.16,Safflower,3666.534241
Maharashtra,Rabi,116,73,91,5.73,Safflower,3666.534241
Maharashtra,Rabi,68,72,94,6.07,Safflower,1743.517462
Maharashtra,Rabi,68,72,94,5.91,Safflower,1743.517462
Maharashtra,Rabi,44,64,141,6.94,Safflower,1556.450616
Maharashtra,Rabi,116,73,91,6.06,Safflower,3666.534241
Maharashtra,Rabi,116,73,91,5.51,Safflower,3666.534241
Maharashtra,Rabi,3,92,77,7.07,Safflower,5940.082938
Maharashtra,Rabi,63,24,52,6.99,Safflower,2634.543088
Maharashtra,Rabi,68,72,94,7.04,Safflower,1743.517462
Maharashtra,Rabi,90,86,12,6.66,Safflower,2593.405468
Maharashtra,Rabi,44,64,141,6.14,Safflower,1556.450616
Maharashtra,Rabi,116,73,91,6.98,Safflower,3666.534241
Maharashtra,Rabi,90,86,12,6.66,Safflower,2593.405468
Maharashtra,Rabi,0,40,125,5.89,Safflower,1630.780695
Maharashtra,Rabi,83,41,8,5.52,Safflower,5830.050925
Maharashtra,Rabi,83,41,8,6.53,Safflower,5830.050925
Maharashtra,Rabi,139,38,143,5.62,Safflower,4558.925144
Maharashtra,Rabi,117,85,78,5.73,Safflower,4047.702419
Maharashtra,Rabi,30,75,43,7.22,Safflower,1015.313361
Maharashtra,Rabi,68,72,94,6.63,Safflower,1743.517462
Maharashtra,Rabi,62,24,120,7.11,Safflower,1008.830899
Maharashtra,Rabi,83,41,8,6.86,Safflower,5830.050925
Maharashtra,Rabi,95,76,110,6.45,Safflower,1142.431255
Maharashtra,Rabi,116,73,91,6.55,Safflower,3666.534241
Maharashtra,Rabi,104,99,61,6.62,Safflower,3224.302669
Maharashtra,Rabi,117,85,78,6.43,Safflower,4047.702419
Maharashtra,Rabi,75,27,13,6.51,Safflower,2685.871354
Maharashtra,Rabi,15,85,146,6.03,Safflower,1142.053819
Maharashtra,Rabi,138,12,36,7.04,Safflower,3467.009424
Maharashtra,Rabi,30,75,43,6.58,Safflower,1015.313361
Maharashtra,Rabi,63,24,52,7.1,Safflower,2634.543088
Maharashtra,Rabi,62,24,120,6.16,Safflower,1008.830899
Maharashtra,Rabi,30,75,43,7.04,Safflower,1015.313361
Maharashtra,Rabi,62,92,121,6.25,Safflower,2135.299034
Maharashtra,Rabi,62,24,120,6.58,Safflower,1008.830899
Maharashtra,Rabi,62,24,120,5.69,Safflower,1008.830899
Maharashtra,Rabi,0,40,125,7.44,Safflower,1630.780695
Maharashtra,Rabi,5,8,140,6.58,Safflower,2402.211697
Maharashtra,Rabi,68,72,94,7.2,Safflower,1743.517462
Maharashtra,Rabi,117,85,78,5.55,Safflower,4047.702419
Maharashtra,Rabi,139,38,143,6.86,Safflower,4558.925144
Maharashtra,Rabi,117,85,78,6.41,Safflower,4047.702419
Maharashtra,Rabi,95,76,110,5.53,Safflower,1142.431255
Maharashtra,Rabi,124,26,59,5.55,Safflower,1631.875993
Maharashtra,Rabi,5,8,140,6.94,Safflower,2402.211697
Maharashtra,Rabi,30,75,43,6.39,Safflower,1015.313361
Maharashtra,Rabi,62,24,120,5.56,Safflower,1008.830899
Maharashtra,Rabi,124,26,59,6.13,Safflower,1631.875993
Maharashtra,Rabi,62,92,121,6.42,Safflower,2135.299034
Maharashtra,Rabi,62,24,120,7.06,Safflower,1008.830899
Maharashtra,Rabi,116,73,91,5.95,Safflower,3666.534241
Maharashtra,Rabi,44,64,141,5.86,Safflower,1556.450616
Maharashtra,Rabi,90,86,12,5.56,Safflower,2593.405468
Maharashtra,Rabi,30,75,43,7.25,Safflower,1015.313361
Maharashtra,Rabi,63,24,52,7.36,Safflower,2634.543088
Maharashtra,Rabi,75,27,13,6.25,Safflower,2685.871354
Maharashtra,Rabi,95,76,110,6.11,Safflower,1142.431255
Maharashtra,Rabi,62,92,121,6.03,Safflower,2135.299034
Maharashtra,Rabi,116,73,91,6.47,Safflower,3666.534241
Maharashtra,Rabi,5,8,140,7.48,Safflower,2402.211697
Maharashtra,Rabi,62,24,120,6.07,Safflower,1008.830899
Maharashtra,Rabi,104,99,61,5.94,Safflower,3224.302669
Maharashtra,Rabi,44,64,141,7.33,Safflower,1556.450616
Maharashtra,Rabi,63,24,52,6.24,Safflower,2634.543088
Maharashtra,Rabi,138,12,36,5.53,Safflower,3467.009424
Maharashtra,Rabi,83,41,8,7.35,Safflower,5830.050925
Maharashtra,Rabi,62,24,120,6.76,Safflower,1008.830899
Maharashtra,Rabi,90,86,12,7.17,Safflower,2593.405468
Maharashtra,Rabi,0,40,125,6.35,Safflower,1630.780695
Maharashtra,Rabi,62,92,121,7.16,Safflower,2135.299034
Maharashtra,Rabi,124,26,59,7.13,Safflower,1631.875993
Maharashtra,Rabi,62,92,121,7.13,Safflower,2135.299034
Maharashtra,Rabi,3,92,77,7.12,Safflower,5940.082938
Maharashtra,Rabi,0,40,125,6.96,Safflower,1630.780695
Maharashtra,Rabi,44,64,141,6.03,Safflower,1556.450616
Maharashtra,Rabi,5,8,140,6.2,Safflower,2402.211697
Maharashtra,Rabi,5,8,140,7.38,Safflower,2402.211697
Maharashtra,Rabi,139,38,143,5.99,Safflower,4558.925144
Maharashtra,Rabi,75,27,13,6.22,Safflower,2685.871354
Maharashtra,Rabi,139,38,143,6.65,Safflower,4558.925144
Maharashtra,Rabi,62,24,120,5.73,Safflower,1008.830899
Maharashtra,Rabi,62,24,120,6.18,Safflower,1008.830899
Maharashtra,Rabi,83,41,8,6.23,Safflower,5830.050925
Maharashtra,Rabi,104,99,61,6.82,Safflower,3224.302669
Maharashtra,Rabi,138,12,36,7.18,Safflower,3467.009424
Maharashtra,Rabi,15,85,146,6.21,Safflower,1142.053819
Maharashtra,Rabi,44,64,141,6.74,Safflower,1556.450616
Maharashtra,Rabi,68,72,94,6.82,Safflower,1743.517462
Maharashtra,Rabi,15,85,146,5.81,Safflower,1142.053819
Maharashtra,Rabi,62,24,120,6.01,Safflower,1008.830899
Maharashtra,Rabi,44,64,141,7.32,Safflower,1556.450616
Maharashtra,Rabi,62,92,121,7.28,Safflower,2135.299034
Maharashtra,Rabi,30,75,43,6.18,Safflower,1015.313361
Maharashtra,Rabi,93,17,33,5.65,Safflower,1835.644257
Maharashtra,Rabi,62,24,120,5.66,Safflower,1008.830899
Maharashtra,Rabi,15,85,146,7.31,Safflower,1142.053819
Maharashtra,Rabi,15,85,146,6.1,Safflower,1142.053819
Maharashtra,Rabi,44,64,141,7.26,Safflower,1556.450616
Maharashtra,Rabi,95,76,110,7.03,Safflower,1142.431255
Maharashtra,Rabi,75,27,13,5.61,Safflower,2685.871354
Maharashtra,Rabi,95,76,110,5.95,Safflower,1142.431255
Maharashtra,Rabi,0,40,125,7.49,Safflower,1630.780695
Maharashtra,Rabi,68,72,94,6.89,Safflower,1743.517462
Maharashtra,Rabi,75,27,13,5.72,Safflower,2685.871354
Maharashtra,Rabi,62,24,120,7.06,Safflower,1008.830899
Maharashtra,Rabi,117,85,78,6,Safflower,4047.702419
Maharashtra,Rabi,104,99,61,6.43,Safflower,3224.302669
Maharashtra,Rabi,90,86,12,6.8,Safflower,2593.405468
Maharashtra,Rabi,30,75,43,5.86,Safflower,1015.313361
Maharashtra,Rabi,83,41,8,5.67,Safflower,5830.050925
Maharashtra,Rabi,95,76,110,6.31,Safflower,1142.431255
Maharashtra,Rabi,93,17,33,6.4,Safflower,1835.644257
Maharashtra,Rabi,138,12,36,6.62,Safflower,3467.009424
Maharashtra,Rabi,0,40,125,6.75,Safflower,1630.780695
Maharashtra,Rabi,30,75,43,7.3,Safflower,1015.313361
Maharashtra,Rabi,3,92,77,6.32,Safflower,5940.082938
Maharashtra,Rabi,0,40,125,5.67,Safflower,1630.780695
Maharashtra,Rabi,124,26,59,6.73,Safflower,1631.875993
Maharashtra,Rabi,139,38,143,5.77,Safflower,4558.925144
Maharashtra,Rabi,139,38,143,6.94,Safflower,4558.925144
Maharashtra,Rabi,63,24,52,6.87,Safflower,2634.543088
Maharashtra,Rabi,15,85,146,7.31,Safflower,1142.053819
Maharashtra,Rabi,62,92,121,6.4,Safflower,2135.299034
Maharashtra,Rabi,138,12,36,7.5,Safflower,3467.009424
Maharashtra,Rabi,68,72,94,5.78,Safflower,1743.517462
Maharashtra,Rabi,104,99,61,7.42,Safflower,3224.302669
Maharashtra,Rabi,138,12,36,7.38,Safflower,3467.009424
Maharashtra,Rabi,68,72,94,6.43,Safflower,1743.517462
Maharashtra,Rabi,75,27,13,6.58,Safflower,2685.871354
Maharashtra,Rabi,95,76,110,7.02,Safflower,1142.431255
Maharashtra,Rabi,63,24,52,6.6,Safflower,2634.543088
Maharashtra,Rabi,90,86,12,7.43,Safflower,2593.405468
Maharashtra,Rabi,104,99,61,6.51,Safflower,3224.302669
Maharashtra,Rabi,63,24,52,6.66,Safflower,2634.543088
Maharashtra,Rabi,30,75,43,5.57,Safflower,1015.313361
Maharashtra,Rabi,5,8,140,6.74,Safflower,2402.211697
Maharashtra,Rabi,63,24,52,5.72,Safflower,2634.543088
Maharashtra,Rabi,93,17,33,7,Safflower,1835.644257
Maharashtra,Rabi,139,38,143,5.84,Safflower,4558.925144
Maharashtra,Rabi,124,26,59,5.77,Safflower,1631.875993
Maharashtra,Rabi,93,17,33,6.73,Safflower,1835.644257
Maharashtra,Rabi,104,99,61,5.54,Safflower,3224.302669
Maharashtra,Rabi,44,64,141,6.1,Safflower,1556.450616
Maharashtra,Rabi,63,24,52,6.13,Safflower,2634.543088
Maharashtra,Rabi,44,64,141,6.97,Safflower,1556.450616
Maharashtra,Rabi,83,41,8,5.85,Safflower,5830.050925
Maharashtra,Rabi,0,40,125,6.32,Safflower,1630.780695
Maharashtra,Rabi,15,85,146,7.5,Safflower,1142.053819
Maharashtra,Rabi,95,76,110,6.27,Safflower,1142.431255
Maharashtra,Rabi,93,17,33,6.96,Safflower,1835.644257
Maharashtra,Rabi,30,75,43,7.39,Safflower,1015.313361
Maharashtra,Rabi,116,73,91,7.25,Safflower,3666.534241
Maharashtra,Rabi,44,64,141,6.81,Safflower,1556.450616
Maharashtra,Rabi,5,8,140,7.19,Safflower,2402.211697
Maharashtra,Rabi,95,76,110,6.79,Safflower,1142.431255
Maharashtra,Rabi,93,17,33,6.73,Safflower,1835.644257
Maharashtra,Rabi,3,92,77,6.61,Safflower,5940.082938
Maharashtra,Rabi,93,17,33,6.84,Safflower,1835.644257
Maharashtra,Rabi,90,86,12,7.04,Safflower,2593.405468
Maharashtra,Rabi,75,27,13,7.48,Safflower,2685.871354
Maharashtra,Rabi,5,8,140,5.71,Safflower,2402.211697
Maharashtra,Rabi,90,86,12,6.68,Safflower,2593.405468
Maharashtra,Rabi,3,92,77,6.29,Safflower,5940.082938
Maharashtra,Rabi,93,17,33,7.42,Safflower,1835.644257
Maharashtra,Rabi,3,92,77,6.76,Safflower,5940.082938
Maharashtra,Rabi,139,38,143,6.23,Safflower,4558.925144
Maharashtra,Rabi,62,92,121,6.55,Safflower,2135.299034
Maharashtra,Rabi,62,92,121,6.86,Safflower,2135.299034
Maharashtra,Rabi,124,26,59,6.15,Safflower,1631.875993
Maharashtra,Rabi,63,24,52,6.91,Safflower,2634.543088
Maharashtra,Rabi,62,92,121,7.36,Safflower,2135.299034
Maharashtra,Rabi,75,27,13,6.03,Safflower,2685.871354
Maharashtra,Rabi,63,24,52,5.89,Safflower,2634.543088
Maharashtra,Rabi,15,85,146,6.44,Safflower,1142.053819
Maharashtra,Rabi,95,76,110,6.06,Safflower,1142.431255
Maharashtra,Rabi,90,86,12,6.42,Safflower,2593.405468
Maharashtra,Rabi,104,99,61,6.97,Safflower,3224.302669
Maharashtra,Rabi,138,12,36,6.41,Safflower,3467.009424
Maharashtra,Rabi,30,75,43,5.51,Safflower,1015.313361
Maharashtra,Rabi,0,40,125,6.28,Safflower,1630.780695
Maharashtra,Rabi,62,92,121,7.02,Safflower,2135.299034
Maharashtra,Rabi,117,85,78,6.59,Safflower,4047.702419
Maharashtra,Rabi,104,99,61,6.01,Safflower,3224.302669
Maharashtra,Rabi,90,86,12,5.56,Safflower,2593.405468
Maharashtra,Rabi,117,85,78,6.53,Safflower,4047.702419
Maharashtra,Rabi,90,86,12,5.99,Safflower,2593.405468
Maharashtra,Rabi,117,85,78,5.96,Safflower,4047.702419
Maharashtra,Rabi,62,92,121,7.06,Safflower,2135.299034
Maharashtra,Rabi,63,24,52,6.87,Safflower,2634.543088
Maharashtra,Rabi,30,75,43,7.12,Safflower,1015.313361
Maharashtra,Rabi,139,38,143,5.51,Safflower,4558.925144
Maharashtra,Rabi,63,24,52,6.79,Safflower,2634.543088
Maharashtra,Rabi,63,24,52,5.89,Safflower,2634.543088
Maharashtra,Kharif,32,33,68,6.55,Sesamum,3253.945937
Maharashtra,Kharif,67,51,144,5.9,Sesamum,5479.653569
Maharashtra,Kharif,26,61,52,5.62,Sesamum,5866.763522
Maharashtra,Kharif,27,33,46,6.73,Sesamum,4876.331072
Maharashtra,Rabi,56,91,7,6.29,Sesamum,5445.994754
Maharashtra,Kharif,63,23,120,7.16,Sesamum,3426.597612
Maharashtra,Rabi,56,91,7,6.52,Sesamum,5445.994754
Maharashtra,Rabi,72,7,80,7.34,Sesamum,4551.024203
Maharashtra,Rabi,56,91,7,6.83,Sesamum,5445.994754
Maharashtra,Kharif,81,8,88,5.89,Sesamum,2932.850175
Maharashtra,Kharif,45,6,139,5.62,Sesamum,3200.097884
Maharashtra,Kharif,36,33,90,6.51,Sesamum,1175.120131
Maharashtra,Kharif,73,8,70,6.54,Sesamum,5856.798448
Maharashtra,Kharif,63,16,54,6.04,Sesamum,3631.447617
Maharashtra,Kharif,86,69,49,6.17,Sesamum,3696.873535
Maharashtra,Kharif,36,33,90,7.32,Sesamum,1175.120131
Maharashtra,Kharif,86,69,49,5.57,Sesamum,3696.873535
Maharashtra,Rabi,39,72,67,6.24,Sesamum,2897.991704
Maharashtra,Kharif,57,47,80,7.15,Sesamum,5623.366745
Maharashtra,Kharif,0,38,84,5.86,Sesamum,3971.184619
Maharashtra,Kharif,32,33,68,6.6,Sesamum,3253.945937
Maharashtra,Kharif,59,94,25,5.81,Sesamum,5119.918562
Maharashtra,Kharif,81,35,112,7.16,Sesamum,4907.182107
Maharashtra,Rabi,44,99,105,5.99,Sesamum,3199.997241
Maharashtra,Kharif,69,45,124,6.7,Sesamum,4905.958885
Maharashtra,Kharif,73,8,70,6.14,Sesamum,5856.798448
Maharashtra,Kharif,86,69,49,7.41,Sesamum,3696.873535
Maharashtra,Kharif,112,16,133,6.86,Sesamum,4302.977263
Maharashtra,Kharif,32,33,68,5.68,Sesamum,3253.945937
Maharashtra,Kharif,36,33,90,5.86,Sesamum,1175.120131
Maharashtra,Rabi,71,29,123,6.47,Sesamum,1834.123305
Maharashtra,Kharif,47,69,94,6.41,Sesamum,4614.93603
Maharashtra,Kharif,32,33,68,6.36,Sesamum,3253.945937
Maharashtra,Kharif,57,47,80,6.16,Sesamum,5623.366745
Maharashtra,Kharif,27,33,46,7.2,Sesamum,4876.331072
Maharashtra,Kharif,9,19,106,6.57,Sesamum,2603.7533
Maharashtra,Rabi,39,72,67,6.45,Sesamum,2897.991704
Maharashtra,Kharif,36,33,90,6.88,Sesamum,1175.120131
Maharashtra,Kharif,81,8,88,6.46,Sesamum,2932.850175
Maharashtra,Kharif,32,33,68,5.97,Sesamum,3253.945937
Maharashtra,Kharif,59,94,25,6.7,Sesamum,5119.918562
Maharashtra,Kharif,26,61,52,6.57,Sesamum,5866.763522
Maharashtra,Rabi,116,10,136,7.38,Sesamum,5757.274176
Maharashtra,Kharif,125,42,5,5.89,Sesamum,1975.717186
Maharashtra,Kharif,92,54,136,5.75,Sesamum,5914.24391
Maharashtra,Kharif,129,50,107,6.55,Sesamum,2586.509253
Maharashtra,Kharif,9,19,106,5.7,Sesamum,2603.7533
Maharashtra,Kharif,129,44,121,7.03,Sesamum,1799.685968
Maharashtra,Kharif,36,33,90,6.19,Sesamum,1175.120131
Maharashtra,Kharif,129,44,121,6.16,Sesamum,1799.685968
Maharashtra,Kharif,125,42,5,6.97,Sesamum,1975.717186
Maharashtra,Kharif,128,9,66,6.34,Sesamum,2965.894221
Maharashtra,Kharif,32,33,68,6.08,Sesamum,3253.945937
Maharashtra,Rabi,56,91,7,5.86,Sesamum,5445.994754
Maharashtra,Kharif,36,33,90,6.55,Sesamum,1175.120131
Maharashtra,Kharif,100,40,130,6.85,Sesamum,1089.330174
Maharashtra,Rabi,72,7,80,5.89,Sesamum,4551.024203
Maharashtra,Kharif,9,19,106,6.79,Sesamum,2603.7533
Maharashtra,Kharif,81,8,88,6.19,Sesamum,2932.850175
Maharashtra,Kharif,100,20,5,6.31,Sesamum,3172.895009
Maharashtra,Kharif,129,50,107,6.67,Sesamum,2586.509253
Maharashtra,Kharif,9,19,106,6.11,Sesamum,2603.7533
Maharashtra,Rabi,56,91,7,7.29,Sesamum,5445.994754
Maharashtra,Kharif,86,69,49,6.15,Sesamum,3696.873535
Maharashtra,Kharif,100,40,130,6.41,Sesamum,1089.330174
Maharashtra,Kharif,100,20,5,7.47,Sesamum,3172.895009
Maharashtra,Kharif,86,69,49,7.33,Sesamum,3696.873535
Maharashtra,Kharif,67,51,144,6.92,Sesamum,5479.653569
Maharashtra,Rabi,44,99,105,6.46,Sesamum,3199.997241
Maharashtra,Kharif,125,42,5,6.24,Sesamum,1975.717186
Maharashtra,Kharif,9,19,106,6.07,Sesamum,2603.7533
Maharashtra,Rabi,44,99,105,5.98,Sesamum,3199.997241
Maharashtra,Kharif,13,62,108,6.68,Small millets,2481.53171
Maharashtra,Kharif,31,63,111,6.91,Small millets,4116.675536
Maharashtra,Kharif,51,43,77,6.01,Small millets,5665.899144
Maharashtra,Rabi,7,27,93,5.97,Small millets,1867.131902
Maharashtra,Kharif,101,6,27,5.51,Small millets,5977.719569
Maharashtra,Kharif,99,47,18,7.17,Small millets,4045.440515
Maharashtra,Kharif,13,62,108,5.73,Small millets,2481.53171
Maharashtra,Rabi,63,30,83,5.51,Small millets,5178.447939
Maharashtra,Kharif,101,6,27,6.5,Small millets,5977.719569
Maharashtra,Kharif,101,6,27,6.14,Small millets,5977.719569
Maharashtra,Rabi,7,27,93,7.38,Small millets,1867.131902
Maharashtra,Rabi,103,47,41,6.76,Small millets,2867.527626
Maharashtra,Kharif,101,6,27,6.43,Small millets,5977.719569
Maharashtra,Rabi,87,83,125,5.69,Small millets,4824.433548
Maharashtra,Kharif,13,62,108,5.73,Small millets,2481.53171
Maharashtra,Kharif,12,54,126,6.78,Small millets,5931.392508
Maharashtra,Kharif,13,62,108,6.67,Small millets,2481.53171
Maharashtra,Rabi,7,27,93,5.66,Small millets,1867.131902
Maharashtra,Kharif,18,59,77,6.46,Small millets,5177.30413
Maharashtra,Rabi,49,50,10,7.32,Small millets,2041.326621
Maharashtra,Rabi,7,27,93,6.65,Small millets,1867.131902
Maharashtra,Rabi,87,83,125,5.51,Small millets,4824.433548
Maharashtra,Kharif,18,59,77,6.1,Small millets,5177.30413
Maharashtra,Kharif,13,62,108,6.81,Small millets,2481.53171
Maharashtra,Rabi,63,30,83,6.04,Small millets,5178.447939
Maharashtra,Kharif,51,43,77,5.77,Small millets,5665.899144
Maharashtra,Kharif,12,54,126,5.92,Small millets,5931.392508
Maharashtra,Kharif,12,54,126,7.12,Small millets,5931.392508
Maharashtra,Kharif,12,54,126,7.28,Small millets,5931.392508
Maharashtra,Rabi,49,50,10,6.89,Small millets,2041.326621
Maharashtra,Rabi,49,50,10,6.88,Small millets,2041.326621
Maharashtra,Rabi,63,30,83,6.56,Small millets,5178.447939
Maharashtra,Kharif,12,54,126,6.21,Small millets,5931.392508
Maharashtra,Rabi,77,39,124,5.68,Small millets,5176.901169
Maharashtra,Kharif,13,62,108,6.31,Small millets,2481.53171
Maharashtra,Kharif,12,54,126,7.09,Small millets,5931.392508
Maharashtra,Kharif,101,6,27,5.79,Small millets,5977.719569
Maharashtra,Kharif,18,59,77,7.34,Small millets,5177.30413
Maharashtra,Rabi,63,30,83,6.78,Small millets,5178.447939
Maharashtra,Kharif,12,54,126,5.62,Small millets,5931.392508
Maharashtra,Kharif,99,47,18,6.11,Small millets,4045.440515
Maharashtra,Kharif,138,15,114,6.44,Soyabean,3317.388697
Maharashtra,Kharif,95,34,135,6.21,Soyabean,5277.700032
Maharashtra,Kharif,111,30,85,6.46,Soyabean,1940.473584
Maharashtra,Kharif,138,15,114,5.69,Soyabean,3317.388697
Maharashtra,Kharif,82,61,129,5.81,Soyabean,5382.507371
Maharashtra,Kharif,68,33,85,6.12,Soyabean,4032.421266
